F,phase,repeat,ms
100,cf_total,24,1.8765999702736735
100,cf_total,25,1.8576998263597488
100,cf_total,26,1.8831000197678804
100,cf_total,27,1.8567000515758991
100,cf_total,28,1.8657000036910176
100,cf_total,29,1.853700028732419
100,cf_total,30,1.8700000364333391
100,lp_total,1,14.065299998037517
100,lp_total,2,14.027700060978532
100,lp_total,3,13.941400102339685
100,lp_total,4,13.853200012817979
100,lp_total,5,14.059300068765879
100,lp_total,6,14.028699835762382
100,lp_total,7,14.01879999320954
100,lp_total,8,14.018399873748422
100,lp_total,9,14.184300205670297
100,lp_total,10,14.020700007677078
100,lp_total,11,14.179499819874763
100,lp_total,12,14.11390001885593
100,lp_total,13,14.020399888977408
100,lp_total,14,13.931999914348125
100,lp_total,15,14.25950019620359
100,lp_total,16,13.929700013250113
100,lp_total,17,14.089200063608587
100,lp_total,18,14.541899901814759
100,lp_total,19,14.083799906075
100,lp_total,20,13.6707000201568
100,lp_total,21,13.569099945016205
100,lp_total,22,13.426200021058321
100,lp_total,23,13.52580008096993
100,lp_total,24,13.632599962875247
100,lp_total,25,13.804799993522465
100,lp_total,26,13.733799918554723
100,lp_total,27,14.178300043568015
100,lp_total,28,13.445799937471747
100,lp_total,29,13.529100106097758
100,lp_total,30,14.245399972423911
250,build,1,0.42040005791932344
250,build,2,0.6081000901758671
250,build,3,0.4113999893888831
250,build,4,0.41039998177438974
250,build,5,0.41149999015033245
250,build,6,0.4419999895617366
250,build,7,0.4362999461591244
250,build,8,0.4267999902367592
250,build,9,0.48200006131082773
250,build,10,0.44239999260753393
250,build,11,0.39930001366883516
250,build,12,0.41480001527816057
250,build,13,0.41420001070946455
250,build,14,0.417000032030046
250,build,15,0.4159000236541033
250,build,16,0.461599905975163
250,build,17,0.4659000551328063
250,build,18,0.4192000487819314
250,build,19,0.41450001299381256
250,build,20,0.416700029745698
250,build,21,0.41390000842511654
250,build,22,0.4156999057158828
250,build,23,0.4062000662088394
250,build,24,0.40469993837177753
250,build,25,0.4016000311821699
250,build,26,0.4035000456497073
250,build,27,0.39980001747608185
250,build,28,0.40069990791380405
250,build,29,0.4007000243291259
250,build,30,0.40280004031956196
250,loads,1,5.402300041168928
250,loads,2,5.516500095836818
250,loads,3,5.394799984060228
250,loads,4,5.426999996416271
250,loads,5,5.380899994634092
250,loads,6,5.590399960055947
250,loads,7,5.418200045824051
250,loads,8,5.311299930326641
250,loads,9,5.57819998357445
250,loads,10,5.420799949206412
250,loads,11,5.344899953342974
250,loads,12,5.329200066626072
250,loads,13,5.387599929235876
250,loads,14,5.512800067663193
250,loads,15,5.352300009690225
250,loads,16,5.757899954915047
250,loads,17,5.742100067436695
250,loads,18,5.300899967551231
250,loads,19,5.277700023725629
250,loads,20,5.412099999375641
250,loads,21,5.465599941089749
250,loads,22,5.356599926017225
250,loads,23,5.438099964521825
250,loads,24,5.472599994391203
250,loads,25,5.506499903276563
250,loads,26,20.47710004262626
250,loads,27,5.304699996486306
250,loads,28,5.761499982327223
250,loads,29,5.425699986517429
250,loads,30,5.74259995482862
250,cf_scan,1,0.08390005677938461
250,cf_scan,2,0.08539995178580284
250,cf_scan,3,0.07579999510198832
250,cf_scan,4,0.05959998816251755
250,cf_scan,5,0.05510007031261921
250,cf_scan,6,0.07670000195503235
250,cf_scan,7,0.07129996083676815
250,cf_scan,8,0.07209996692836285
250,cf_scan,9,0.062000006437301636
250,cf_scan,10,0.07050007116049528
250,cf_scan,11,0.07800001185387373
250,cf_scan,12,0.05549995694309473
250,cf_scan,13,0.05849997978657484
250,cf_scan,14,0.06480002775788307
250,cf_scan,15,0.06470002699643373
250,cf_scan,16,0.06369990296661854
250,cf_scan,17,0.06490002851933241
250,cf_scan,18,0.05650008097290993
250,cf_scan,19,0.05809997674077749
250,cf_scan,20,0.05749997217208147
250,cf_scan,21,0.059999991208314896
250,cf_scan,22,0.06759993266314268
250,cf_scan,23,0.05500006955116987
250,cf_scan,24,0.05830009467899799
250,cf_scan,25,0.054999953135848045
250,cf_scan,26,0.058699981309473515
250,cf_scan,27,0.061700004152953625
250,cf_scan,28,0.06839993875473738
250,cf_scan,29,0.055699958465993404
250,cf_scan,30,0.05600007716566324
250,lp_build,1,7.0844999281689525
250,lp_build,2,7.403500028885901
250,lp_build,3,6.863899994641542
250,lp_build,4,6.459500058554113
250,lp_build,5,6.759200012311339
250,lp_build,6,6.593099911697209
250,lp_build,7,7.44199997279793
250,lp_build,8,8.292400045320392
250,lp_build,9,7.394399959594011
250,lp_build,10,7.889100001193583
250,lp_build,11,6.838400033302605
250,lp_build,12,6.768699968233705
250,lp_build,13,6.7477000411599874
250,lp_build,14,6.750500062480569
250,lp_build,15,6.991999922320247
250,lp_build,16,6.497299997135997
250,lp_build,17,6.478599971160293
250,lp_build,18,6.91019999794662
250,lp_build,19,6.681200000457466
250,lp_build,20,6.5827000653371215
250,lp_build,21,6.4249999122694135
250,lp_build,22,6.752900080755353
250,lp_build,23,6.8524000234901905
250,lp_build,24,6.781599950045347
250,lp_build,25,6.6226000199094415
250,lp_build,26,6.504999939352274
250,lp_build,27,6.610999931581318
250,lp_build,28,7.026200066320598
250,lp_build,29,6.565500050783157
250,lp_build,30,6.523100077174604
250,lp_solve,1,29.665300040505826
250,lp_solve,2,26.288499939255416
250,lp_solve,3,25.886100018396974
250,lp_solve,4,26.704799965955317
250,lp_solve,5,25.679999962449074
250,lp_solve,6,27.155900024808943
250,lp_solve,7,26.244499953463674
250,lp_solve,8,26.598799973726273
250,lp_solve,9,27.45729999151081
250,lp_solve,10,26.641099946573377
250,lp_solve,11,25.860399939119816
250,lp_solve,12,26.381899951957166
250,lp_solve,13,26.269300025887787
250,lp_solve,14,26.91170002799481
250,lp_solve,15,27.136099990457296
250,lp_solve,16,26.349699939601123
250,lp_solve,17,25.907999952323735
250,lp_solve,18,26.1002000188455
250,lp_solve,19,26.459700078703463
250,lp_solve,20,25.873000035062432
250,lp_solve,21,26.300800032913685
250,lp_solve,22,26.26160008367151
250,lp_solve,23,26.360300020314753
250,lp_solve,24,25.367299909703434
250,lp_solve,25,25.972799980081618
250,lp_solve,26,26.18299995083362
250,lp_solve,27,25.949500035494566
250,lp_solve,28,25.364800007082522
250,lp_solve,29,25.16800002194941
250,lp_solve,30,25.825200020335615
250,cf_total,1,5.486200097948313
250,cf_total,2,5.601900047622621
250,cf_total,3,5.470599979162216
250,cf_total,4,5.486599984578788
250,cf_total,5,5.436000064946711
250,cf_total,6,5.66709996201098
250,cf_total,7,5.489500006660819
250,cf_total,8,5.3833998972550035
250,cf_total,9,5.640199990011752
250,cf_total,10,5.491300020366907
250,cf_total,11,5.422899965196848
250,cf_total,12,5.384700023569167
250,cf_total,13,5.4460999090224504
250,cf_total,14,5.577600095421076
250,cf_total,15,5.417000036686659
250,cf_total,16,5.821599857881665
250,cf_total,17,5.8070000959560275
250,cf_total,18,5.357400048524141
250,cf_total,19,5.335800000466406
250,cf_total,20,5.469599971547723
250,cf_total,21,5.525599932298064
250,cf_total,22,5.4241998586803675
250,cf_total,23,5.493100034072995
250,cf_total,24,5.530900089070201
250,cf_total,25,5.561499856412411
250,cf_total,26,20.535800023935735
250,cf_total,27,5.36640000063926
250,cf_total,28,5.82989992108196
250,cf_total,29,5.481399944983423
250,cf_total,30,5.798600031994283
